lon,lat,alarm_score,probability,rate_per_day,magnitude_min,magnitude_target
-125.0,32.0,0.010098406402176383,0.009088565761958746,1.0098406402176383e-05,4.0,6.0
-124.9,32.0,0.10935475930443166,0.09841928337398849,0.00010935475930443166,4.0,6.0
-124.80000000000001,32.0,0.12597847735472523,0.1133806296192527,0.00012597847735472523,4.0,6.0
-124.70000000000002,32.0,0.03688455748418765,0.03319610173576888,3.6884557484187646e-05,4.0,6.0
-124.60000000000002,32.0,0.025377676556200043,0.02283990890058004,2.5377676556200045e-05,4.0,6.0
-124.50000000000003,32.0,0.12205864707729198,0.1098527823695628,0.00012205864707729199,4.0,6.0
-124.40000000000003,32.0,0.1376102496198159,0.12384922465783432,0.00013761024961981593,4.0,6.0
-124.30000000000004,32.0,0.10642311054300763,0.09578079948870687,0.00010642311054300763,4.0,6.0
-124.20000000000005,32.0,0.016067275692323538,0.014460548123091185,1.6067275692323538e-05,4.0,6.0
-124.10000000000005,32.0,0.2093728142312903,0.18843553280816128,0.00020937281423129032,4.0,6.0
-124.00000000000006,32.0,0.0,0.0,0.0,4.0,6.0
-123.90000000000006,32.0,0.00423683664711029,0.0038131529823992607,4.23683664711029e-06,4.0,6.0
-123.80000000000007,32.0,0.053389500436020663,0.048050550392418595,5.3389500436020666e-05,4.0,6.0
-123.70000000000007,32.0,0.0,0.0,0.0,4.0,6.0
-123.60000000000008,32.0,0.0,0.0,0.0,4.0,6.0
-123.50000000000009,32.0,0.045479254253142684,0.04093132882782842,4.5479254253142685e-05,4.0,6.0
-123.40000000000009,32.0,0.0,0.0,0.0,4.0,6.0
-123.3000000000001,32.0,0.017786111430884426,0.016007500287795982,1.7786111430884426e-05,4.0,6.0
-123.2000000000001,32.0,0.20755044824029156,0.1867954034162624,0.00020755044824029157,4.0,6.0
-123.10000000000011,32.0,0.19788629213564835,0.1780976629220835,0.00019788629213564834,4.0,6.0
-123.00000000000011,32.0,0.0,0.0,0.0,4.0,6.0
-122.90000000000012,32.0,0.10018298375180601,0.0901646853766254,0.000100182983751806,4.0,6.0
-122.80000000000013,32.0,0.15865263826722828,0.14278737444050546,0.00015865263826722828,4.0,6.0
-122.70000000000013,32.0,0.07995095055095738,0.07195585549586164,7.995095055095738e-05,4.0,6.0
-122.60000000000014,32.0,0.08610173912983027,0.07749156521684725,8.610173912983027e-05,4.0,6.0
-122.50000000000014,32.0,0.12040421628196732,0.10836379465377059,0.00012040421628196732,4.0,6.0
-122.40000000000015,32.0,0.01871840350779322,0.016846563157013897,1.8718403507793218e-05,4.0,6.0
-122.30000000000015,32.0,0.3531817749854792,0.31786359748693127,0.0003531817749854792,4.0,6.0
-122.20000000000016,32.0,0.1046401603339116,0.09417614430052045,0.00010464016033391161,4.0,6.0
-122.10000000000016,32.0,0.22978823709818952,0.20680941338837058,0.00022978823709818953,4.0,6.0
-122.00000000000017,32.0,0.05584337587834942,0.05025903829051448,5.584337587834942e-05,4.0,6.0
-121.90000000000018,32.0,0.07649211792651191,0.06884290613386072,7.649211792651191e-05,4.0,6.0
-121.80000000000018,32.0,0.29801099099348,0.268209891894132,0.00029801099099348,4.0,6.0
-121.70000000000019,32.0,0.08839513150185245,0.0795556183516672,8.839513150185245e-05,4.0,6.0
-121.6000000000002,32.0,0.07982886425357458,0.07184597782821713,7.982886425357459e-05,4.0,6.0
-121.5000000000002,32.0,0.2825438887699717,0.25428949989297456,0.00028254388876997174,4.0,6.0
-121.4000000000002,32.0,0.28346046510877343,0.2551144185978961,0.00028346046510877346,4.0,6.0
-121.30000000000021,32.0,0.06625911136893751,0.05963320023204376,6.625911136893751e-05,4.0,6.0
-121.20000000000022,32.0,0.3718040336650611,0.334623630298555,0.00037180403366506113,4.0,6.0
-121.10000000000022,32.0,0.2733562662204673,0.2460206395984206,0.0002733562662204673,4.0,6.0
-121.00000000000023,32.0,0.13651198471266857,0.12286078624140172,0.00013651198471266858,4.0,6.0
-120.90000000000023,32.0,0.05087184648017104,0.04578466183215394,5.087184648017104e-05,4.0,6.0
-120.80000000000024,32.0,0.23347505668937224,0.210127551020435,0.00023347505668937224,4.0,6.0
-120.70000000000024,32.0,0.18383036823097942,0.16544733140788148,0.00018383036823097943,4.0,6.0
-120.60000000000025,32.0,0.3104259406789237,0.27938334661103137,0.0003104259406789237,4.0,6.0
-120.50000000000026,32.0,0.2151192560837351,0.1936073304753616,0.0002151192560837351,4.0,6.0
-120.40000000000026,32.0,0.2411118545601528,0.2170006691041375,0.0002411118545601528,4.0,6.0
-120.30000000000027,32.0,0.09831506730534173,0.08848356057480757,9.831506730534173e-05,4.0,6.0
-120.20000000000027,32.0,0.059494984225709036,0.053545485803138136,5.9494984225709034e-05,4.0,6.0
-120.10000000000028,32.0,0.2821805739662846,0.2539625165696561,0.0002821805739662846,4.0,6.0
-120.00000000000028,32.0,0.3849403068555154,0.3464462761699639,0.0003849403068555154,4.0,6.0
-119.90000000000029,32.0,0.3020298588106839,0.2718268729296155,0.0003020298588106839,4.0,6.0
-119.8000000000003,32.0,0.25116971318163217,0.22605274186346896,0.00025116971318163217,4.0,6.0
-119.7000000000003,32.0,0.2582542596852942,0.2324288337167648,0.0002582542596852942,4.0,6.0
-119.6000000000003,32.0,0.3079452363025127,0.27715071267226143,0.0003079452363025127,4.0,6.0
-119.50000000000031,32.0,0.055615677186826806,0.05005410946814413,5.5615677186826805e-05,4.0,6.0
-119.40000000000032,32.0,0.3798634654520151,0.3418771189068136,0.0003798634654520151,4.0,6.0
-119.30000000000032,32.0,0.2552921065828316,0.22976289592454843,0.0002552921065828316,4.0,6.0
-119.20000000000033,32.0,0.20971805981043984,0.18874625382939586,0.00020971805981043984,4.0,6.0
-119.10000000000034,32.0,0.3849263335936125,0.34643370023425124,0.0003849263335936125,4.0,6.0
-119.00000000000034,32.0,0.17975580349114542,0.1617802231420309,0.00017975580349114542,4.0,6.0
-118.90000000000035,32.0,0.0804536476585171,0.07240828289266539,8.04536476585171e-05,4.0,6.0
-118.80000000000035,32.0,0.07127656301282956,0.0641489067115466,7.127656301282955e-05,4.0,6.0
-118.70000000000036,32.0,0.3156000119626112,0.2840400107663501,0.0003156000119626112,4.0,6.0
-118.60000000000036,32.0,0.0,0.0,0.0,4.0,6.0
-118.50000000000037,32.0,0.278115683547452,0.2503041151927068,0.000278115683547452,4.0,6.0
-118.40000000000038,32.0,0.05520124158398858,0.04968111742558972,5.520124158398858e-05,4.0,6.0
-118.30000000000038,32.0,0.22218895906674196,0.19997006316006777,0.00022218895906674197,4.0,6.0
-118.20000000000039,32.0,0.14627083117844936,0.13164374806060442,0.00014627083117844936,4.0,6.0
-118.10000000000039,32.0,0.13128096494614266,0.1181528684515284,0.00013128096494614266,4.0,6.0
-118.0000000000004,32.0,0.20975159683520267,0.1887764371516824,0.00020975159683520267,4.0,6.0
-117.9000000000004,32.0,0.26695158049968204,0.24025642244971385,0.00026695158049968204,4.0,6.0
-117.80000000000041,32.0,0.12827203694903536,0.11544483325413182,0.00012827203694903535,4.0,6.0
-117.70000000000041,32.0,0.0,0.0,0.0,4.0,6.0
-117.60000000000042,32.0,0.16062834552192837,0.14456551096973552,0.00016062834552192838,4.0,6.0
-117.50000000000043,32.0,0.25516247237584155,0.22964622513825741,0.00025516247237584153,4.0,6.0
-117.40000000000043,32.0,0.16292368633882198,0.14663131770493978,0.000162923686338822,4.0,6.0
-117.30000000000044,32.0,0.0,0.0,0.0,4.0,6.0
-117.20000000000044,32.0,0.09364409643502937,0.08427968679152643,9.364409643502937e-05,4.0,6.0
-117.10000000000045,32.0,0.02157909663125686,0.019421186968131172,2.1579096631256858e-05,4.0,6.0
-117.00000000000045,32.0,0.08461229514949589,0.07615106563454631,8.461229514949589e-05,4.0,6.0
-116.90000000000046,32.0,0.09082967758658404,0.08174670982792565,9.082967758658404e-05,4.0,6.0
-116.80000000000047,32.0,0.0,0.0,0.0,4.0,6.0
-116.70000000000047,32.0,0.0,0.0,0.0,4.0,6.0
